id,actor,movie
Rebecca De Mornay-Flipped,Rebecca De Mornay,Flipped
Anthony Edwards-Flipped,Anthony Edwards,Flipped
Riisa Naka-Toki o kakeru shôjo,Riisa Naka,Toki o kakeru shôjo
Takuya Ishida-Toki o kakeru shôjo,Takuya Ishida,Toki o kakeru shôjo
Mitsutaka Itakura-Toki o kakeru shôjo,Mitsutaka Itakura,Toki o kakeru shôjo
Ayami Kakiuchi-Toki o kakeru shôjo,Ayami Kakiuchi,Toki o kakeru shôjo
Tatsuya Fujiwara-Death Note: Desu nôto,Tatsuya Fujiwara,Death Note: Desu nôto
Ken'ichi Matsuyama-Death Note: Desu nôto,Ken'ichi Matsuyama,Death Note: Desu nôto
Asaka Seto-Death Note: Desu nôto,Asaka Seto,Death Note: Desu nôto
Yû Kashii-Death Note: Desu nôto,Yû Kashii,Death Note: Desu nôto
Thomas Turgoose-This Is England,Thomas Turgoose,This Is England
Stephen Graham-This Is England,Stephen Graham,This Is England
Jo Hartley-This Is England,Jo Hartley,This Is England
Andrew Shim-This Is England,Andrew Shim,This Is England
Alicia Vikander-Ex Machina,Alicia Vikander,Ex Machina
Domhnall Gleeson-Ex Machina,Domhnall Gleeson,Ex Machina
Oscar Isaac-Ex Machina,Oscar Isaac,Ex Machina
Sonoya Mizuno-Ex Machina,Sonoya Mizuno,Ex Machina
Mads Mikkelsen-Efter brylluppet,Mads Mikkelsen,Efter brylluppet
Sidse Babett Knudsen-Efter brylluppet,Sidse Babett Knudsen,Efter brylluppet
Rolf Lassgård-Efter brylluppet,Rolf Lassgård,Efter brylluppet
Neeral Mulchandani-Efter brylluppet,Neeral Mulchandani,Efter brylluppet
James McAvoy-The Last King of Scotland,James McAvoy,The Last King of Scotland
Forest Whitaker-The Last King of Scotland,Forest Whitaker,The Last King of Scotland
Gillian Anderson-The Last King of Scotland,Gillian Anderson,The Last King of Scotland
Kerry Washington-The Last King of Scotland,Kerry Washington,The Last King of Scotland
Jake Gyllenhaal-Zodiac,Jake Gyllenhaal,Zodiac
Robert Downey Jr.-Zodiac,Robert Downey Jr.,Zodiac
Mark Ruffalo-Zodiac,Mark Ruffalo,Zodiac
Anthony Edwards-Zodiac,Anthony Edwards,Zodiac
Josh Hartnett-Lucky Number Slevin,Josh Hartnett,Lucky Number Slevin
Ben Kingsley-Lucky Number Slevin,Ben Kingsley,Lucky Number Slevin
Morgan Freeman-Lucky Number Slevin,Morgan Freeman,Lucky Number Slevin
Lucy Liu-Lucky Number Slevin,Lucy Liu,Lucky Number Slevin
Diane Kruger-Joyeux Noël,Diane Kruger,Joyeux Noël
Benno Fürmann-Joyeux Noël,Benno Fürmann,Joyeux Noël
Guillaume Canet-Joyeux Noël,Guillaume Canet,Joyeux Noël
Natalie Dessay-Joyeux Noël,Natalie Dessay,Joyeux Noël
Sam Riley-Control,Sam Riley,Control
Samantha Morton-Control,Samantha Morton,Control
Craig Parkinson-Control,Craig Parkinson,Control
Alexandra Maria Lara-Control,Alexandra Maria Lara,Control
Byron Howard-Tangled,Byron Howard,Tangled
Mandy Moore-Tangled,Mandy Moore,Tangled
Zachary Levi-Tangled,Zachary Levi,Tangled
Donna Murphy-Tangled,Donna Murphy,Tangled
Carice van Houten-Zwartboek,Carice van Houten,Zwartboek
Sebastian Koch-Zwartboek,Sebastian Koch,Zwartboek
Thom Hoffman-Zwartboek,Thom Hoffman,Zwartboek
Halina Reijn-Zwartboek,Halina Reijn,Zwartboek
Jake Gyllenhaal-Brokeback Mountain,Jake Gyllenhaal,Brokeback Mountain
Heath Ledger-Brokeback Mountain,Heath Ledger,Brokeback Mountain
Michelle Williams-Brokeback Mountain,Michelle Williams,Brokeback Mountain
Randy Quaid-Brokeback Mountain,Randy Quaid,Brokeback Mountain
Russell Crowe-3:10 to Yuma,Russell Crowe,3:10 to Yuma
Christian Bale-3:10 to Yuma,Christian Bale,3:10 to Yuma
Ben Foster-3:10 to Yuma,Ben Foster,3:10 to Yuma
Logan Lerman-3:10 to Yuma,Logan Lerman,3:10 to Yuma
Don Cheadle-Crash,Don Cheadle,Crash
Sandra Bullock-Crash,Sandra Bullock,Crash
Thandie Newton-Crash,Thandie Newton,Crash
Karina Arroyave-Crash,Karina Arroyave,Crash
Stephen Chow-Kung fu,Stephen Chow,Kung fu
Wah Yuen-Kung fu,Wah Yuen,Kung fu
Qiu Yuen-Kung fu,Qiu Yuen,Kung fu
Siu-Lung Leung-Kung fu,Siu-Lung Leung,Kung fu
Matt Damon-The Bourne Supremacy,Matt Damon,The Bourne Supremacy
Franka Potente-The Bourne Supremacy,Franka Potente,The Bourne Supremacy
Joan Allen-The Bourne Supremacy,Joan Allen,The Bourne Supremacy
Brian Cox-The Bourne Supremacy,Brian Cox,The Bourne Supremacy
Christian Bale-The Machinist,Christian Bale,The Machinist
Jennifer Jason Leigh-The Machinist,Jennifer Jason Leigh,The Machinist
Aitana Sánchez-Gijón-The Machinist,Aitana Sánchez-Gijón,The Machinist
John Sharian-The Machinist,John Sharian,The Machinist
Jamie Foxx-Ray,Jamie Foxx,Ray
Regina King-Ray,Regina King,Ray
Kerry Washington-Ray,Kerry Washington,Ray
Clifton Powell-Ray,Clifton Powell,Ray
Bill Murray-Lost in Translation,Bill Murray,Lost in Translation
Scarlett Johansson-Lost in Translation,Scarlett Johansson,Lost in Translation
Giovanni Ribisi-Lost in Translation,Giovanni Ribisi,Lost in Translation
Anna Faris-Lost in Translation,Anna Faris,Lost in Translation
Daniel Radcliffe-Harry Potter and the Goblet of Fire,Daniel Radcliffe,Harry Potter and the Goblet of Fire
Emma Watson-Harry Potter and the Goblet of Fire,Emma Watson,Harry Potter and the Goblet of Fire
Rupert Grint-Harry Potter and the Goblet of Fire,Rupert Grint,Harry Potter and the Goblet of Fire
Eric Sykes-Harry Potter and the Goblet of Fire,Eric Sykes,Harry Potter and the Goblet of Fire
Denzel Washington-Man on Fire,Denzel Washington,Man on Fire
Christopher Walken-Man on Fire,Christopher Walken,Man on Fire
Dakota Fanning-Man on Fire,Dakota Fanning,Man on Fire
Radha Mitchell-Man on Fire,Radha Mitchell,Man on Fire
Dakota Fanning-Coraline,Dakota Fanning,Coraline
Teri Hatcher-Coraline,Teri Hatcher,Coraline
John Hodgman-Coraline,John Hodgman,Coraline
Jennifer Saunders-Coraline,Jennifer Saunders,Coraline
Tom Cruise-The Last Samurai,Tom Cruise,The Last Samurai
Ken Watanabe-The Last Samurai,Ken Watanabe,The Last Samurai
Billy Connolly-The Last Samurai,Billy Connolly,The Last Samurai
William Atherton-The Last Samurai,William Atherton,The Last Samurai
Eileen Walsh-The Magdalene Sisters,Eileen Walsh,The Magdalene Sisters
Dorothy Duffy-The Magdalene Sisters,Dorothy Duffy,The Magdalene Sisters
Nora-Jane Noone-The Magdalene Sisters,Nora-Jane Noone,The Magdalene Sisters
Anne-Marie Duff-The Magdalene Sisters,Anne-Marie Duff,The Magdalene Sisters
Daniel Brühl-Good Bye Lenin!,Daniel Brühl,Good Bye Lenin!
Katrin Saß-Good Bye Lenin!,Katrin Saß,Good Bye Lenin!
Chulpan Khamatova-Good Bye Lenin!,Chulpan Khamatova,Good Bye Lenin!
Florian Lukas-Good Bye Lenin!,Florian Lukas,Good Bye Lenin!
Paddy Considine-In America,Paddy Considine,In America
Samantha Morton-In America,Samantha Morton,In America
Djimon Hounsou-In America,Djimon Hounsou,In America
Sarah Bolger-In America,Sarah Bolger,In America
Sean Penn-I Am Sam,Sean Penn,I Am Sam
Michelle Pfeiffer-I Am Sam,Michelle Pfeiffer,I Am Sam
Dakota Fanning-I Am Sam,Dakota Fanning,I Am Sam
Dianne Wiest-I Am Sam,Dianne Wiest,I Am Sam
Nicolas Cage-Adaptation.,Nicolas Cage,Adaptation.
Meryl Streep-Adaptation.,Meryl Streep,Adaptation.
Chris Cooper-Adaptation.,Chris Cooper,Adaptation.
Tilda Swinton-Adaptation.,Tilda Swinton,Adaptation.
Josh Hartnett-Black Hawk Down,Josh Hartnett,Black Hawk Down
Ewan McGregor-Black Hawk Down,Ewan McGregor,Black Hawk Down
Tom Sizemore-Black Hawk Down,Tom Sizemore,Black Hawk Down
Eric Bana-Black Hawk Down,Eric Bana,Black Hawk Down
Tom Hanks-Road to Perdition,Tom Hanks,Road to Perdition
Tyler Hoechlin-Road to Perdition,Tyler Hoechlin,Road to Perdition
Rob Maxey-Road to Perdition,Rob Maxey,Road to Perdition
Liam Aiken-Road to Perdition,Liam Aiken,Road to Perdition
Moritz Bleibtreu-Das Experiment,Moritz Bleibtreu,Das Experiment
Christian Berkel-Das Experiment,Christian Berkel,Das Experiment
Oliver Stokowski-Das Experiment,Oliver Stokowski,Das Experiment
Wotan Wilke Möhring-Das Experiment,Wotan Wilke Möhring,Das Experiment
Jamie Bell-Billy Elliot,Jamie Bell,Billy Elliot
Julie Walters-Billy Elliot,Julie Walters,Billy Elliot
Jean Heywood-Billy Elliot,Jean Heywood,Billy Elliot
Jamie Draven-Billy Elliot,Jamie Draven,Billy Elliot
John Cameron Mitchell-Hedwig and the Angry Inch,John Cameron Mitchell,Hedwig and the Angry Inch
Miriam Shor-Hedwig and the Angry Inch,Miriam Shor,Hedwig and the Angry Inch
Stephen Trask-Hedwig and the Angry Inch,Stephen Trask,Hedwig and the Angry Inch
Theodore Liscinski-Hedwig and the Angry Inch,Theodore Liscinski,Hedwig and the Angry Inch
George Clooney-Ocean's Eleven,George Clooney,Ocean's Eleven
Brad Pitt-Ocean's Eleven,Brad Pitt,Ocean's Eleven
Julia Roberts-Ocean's Eleven,Julia Roberts,Ocean's Eleven
Matt Damon-Ocean's Eleven,Matt Damon,Ocean's Eleven
Andrew Philpot-Vampire Hunter D: Bloodlust,Andrew Philpot,Vampire Hunter D: Bloodlust
John Rafter Lee-Vampire Hunter D: Bloodlust,John Rafter Lee,Vampire Hunter D: Bloodlust
Pamela Adlon-Vampire Hunter D: Bloodlust,Pamela Adlon,Vampire Hunter D: Bloodlust
Wendee Lee-Vampire Hunter D: Bloodlust,Wendee Lee,Vampire Hunter D: Bloodlust
"Ethan Coen-O Brother, Where Art Thou?",Ethan Coen,"O Brother, Where Art Thou?"
"George Clooney-O Brother, Where Art Thou?",George Clooney,"O Brother, Where Art Thou?"
"John Turturro-O Brother, Where Art Thou?",John Turturro,"O Brother, Where Art Thou?"
"Tim Blake Nelson-O Brother, Where Art Thou?",Tim Blake Nelson,"O Brother, Where Art Thou?"
James Marsden-Interstate 60: Episodes of the Road,James Marsden,Interstate 60: Episodes of the Road
Gary Oldman-Interstate 60: Episodes of the Road,Gary Oldman,Interstate 60: Episodes of the Road
Kurt Russell-Interstate 60: Episodes of the Road,Kurt Russell,Interstate 60: Episodes of the Road
Matthew Edison-Interstate 60: Episodes of the Road,Matthew Edison,Interstate 60: Episodes of the Road
"Trey Parker-South Park: Bigger, Longer & Uncut",Trey Parker,"South Park: Bigger, Longer & Uncut"
"Matt Stone-South Park: Bigger, Longer & Uncut",Matt Stone,"South Park: Bigger, Longer & Uncut"
"Mary Kay Bergman-South Park: Bigger, Longer & Uncut",Mary Kay Bergman,"South Park: Bigger, Longer & Uncut"
"Isaac Hayes-South Park: Bigger, Longer & Uncut",Isaac Hayes,"South Park: Bigger, Longer & Uncut"
Ron Livingston-Office Space,Ron Livingston,Office Space
Jennifer Aniston-Office Space,Jennifer Aniston,Office Space
David Herman-Office Space,David Herman,Office Space
Ajay Naidu-Office Space,Ajay Naidu,Office Space
Jane Adams-Happiness,Jane Adams,Happiness
Jon Lovitz-Happiness,Jon Lovitz,Happiness
Philip Seymour Hoffman-Happiness,Philip Seymour Hoffman,Happiness
Dylan Baker-Happiness,Dylan Baker,Happiness
Denzel Washington-Training Day,Denzel Washington,Training Day
Ethan Hawke-Training Day,Ethan Hawke,Training Day
Scott Glenn-Training Day,Scott Glenn,Training Day
Tom Berenger-Training Day,Tom Berenger,Training Day
Jason Schwartzman-Rushmore,Jason Schwartzman,Rushmore
Bill Murray-Rushmore,Bill Murray,Rushmore
Olivia Williams-Rushmore,Olivia Williams,Rushmore
Seymour Cassel-Rushmore,Seymour Cassel,Rushmore
Eduardo Noriega-Abre los ojos,Eduardo Noriega,Abre los ojos
Penélope Cruz-Abre los ojos,Penélope Cruz,Abre los ojos
Chete Lera-Abre los ojos,Chete Lera,Abre los ojos
Fele Martínez-Abre los ojos,Fele Martínez,Abre los ojos
John Cusack-Being John Malkovich,John Cusack,Being John Malkovich
Cameron Diaz-Being John Malkovich,Cameron Diaz,Being John Malkovich
Catherine Keener-Being John Malkovich,Catherine Keener,Being John Malkovich
John Malkovich-Being John Malkovich,John Malkovich,Being John Malkovich
Jack Nicholson-As Good as It Gets,Jack Nicholson,As Good as It Gets
Helen Hunt-As Good as It Gets,Helen Hunt,As Good as It Gets
Greg Kinnear-As Good as It Gets,Greg Kinnear,As Good as It Gets
Cuba Gooding Jr.-As Good as It Gets,Cuba Gooding Jr.,As Good as It Gets
Bruce Willis-The Fifth Element,Bruce Willis,The Fifth Element
Milla Jovovich-The Fifth Element,Milla Jovovich,The Fifth Element
Gary Oldman-The Fifth Element,Gary Oldman,The Fifth Element
Ian Holm-The Fifth Element,Ian Holm,The Fifth Element
Thierry Lhermitte-Le dîner de cons,Thierry Lhermitte,Le dîner de cons
Jacques Villeret-Le dîner de cons,Jacques Villeret,Le dîner de cons
Francis Huster-Le dîner de cons,Francis Huster,Le dîner de cons
Daniel Prévost-Le dîner de cons,Daniel Prévost,Le dîner de cons
Al Pacino-Donnie Brasco,Al Pacino,Donnie Brasco
Johnny Depp-Donnie Brasco,Johnny Depp,Donnie Brasco
Michael Madsen-Donnie Brasco,Michael Madsen,Donnie Brasco
Bruno Kirby-Donnie Brasco,Bruno Kirby,Donnie Brasco
Geoffrey Rush-Shine,Geoffrey Rush,Shine
Armin Mueller-Stahl-Shine,Armin Mueller-Stahl,Shine
Justin Braine-Shine,Justin Braine,Shine
Sonia Todd-Shine,Sonia Todd,Shine
Richard Gere-Primal Fear,Richard Gere,Primal Fear
Laura Linney-Primal Fear,Laura Linney,Primal Fear
Edward Norton-Primal Fear,Edward Norton,Primal Fear
John Mahoney-Primal Fear,John Mahoney,Primal Fear
Kenneth Branagh-Hamlet,Kenneth Branagh,Hamlet
Julie Christie-Hamlet,Julie Christie,Hamlet
Derek Jacobi-Hamlet,Derek Jacobi,Hamlet
Kate Winslet-Hamlet,Kate Winslet,Hamlet
Liesel Matthews-A Little Princess,Liesel Matthews,A Little Princess
Eleanor Bron-A Little Princess,Eleanor Bron,A Little Princess
Liam Cunningham-A Little Princess,Liam Cunningham,A Little Princess
Rusty Schwimmer-A Little Princess,Rusty Schwimmer,A Little Princess
Leon Lai-Do lok tin si,Leon Lai,Do lok tin si
Michelle Reis-Do lok tin si,Michelle Reis,Do lok tin si
Takeshi Kaneshiro-Do lok tin si,Takeshi Kaneshiro,Do lok tin si
Charlie Yeung-Do lok tin si,Charlie Yeung,Do lok tin si
Massimo Troisi-Il postino,Massimo Troisi,Il postino
Massimo Troisi-Il postino,Massimo Troisi,Il postino
Philippe Noiret-Il postino,Philippe Noiret,Il postino
Maria Grazia Cucinotta-Il postino,Maria Grazia Cucinotta,Il postino
Brian O'Halloran-Clerks,Brian O'Halloran,Clerks
Jeff Anderson-Clerks,Jeff Anderson,Clerks
Marilyn Ghigliotti-Clerks,Marilyn Ghigliotti,Clerks
Lisa Spoonauer-Clerks,Lisa Spoonauer,Clerks
Andie MacDowell-Short Cuts,Andie MacDowell,Short Cuts
Julianne Moore-Short Cuts,Julianne Moore,Short Cuts
Tim Robbins-Short Cuts,Tim Robbins,Short Cuts
Bruce Davison-Short Cuts,Bruce Davison,Short Cuts
Tom Hanks-Philadelphia,Tom Hanks,Philadelphia
Denzel Washington-Philadelphia,Denzel Washington,Philadelphia
Roberta Maxwell-Philadelphia,Roberta Maxwell,Philadelphia
Buzz Kilman-Philadelphia,Buzz Kilman,Philadelphia
Michael Caine-The Muppet Christmas Carol,Michael Caine,The Muppet Christmas Carol
Kermit the Frog-The Muppet Christmas Carol,Kermit the Frog,The Muppet Christmas Carol
Dave Goelz-The Muppet Christmas Carol,Dave Goelz,The Muppet Christmas Carol
Miss Piggy-The Muppet Christmas Carol,Miss Piggy,The Muppet Christmas Carol
Denzel Washington-Malcolm X,Denzel Washington,Malcolm X
Angela Bassett-Malcolm X,Angela Bassett,Malcolm X
Delroy Lindo-Malcolm X,Delroy Lindo,Malcolm X
Spike Lee-Malcolm X,Spike Lee,Malcolm X
Daniel Day-Lewis-The Last of the Mohicans,Daniel Day-Lewis,The Last of the Mohicans
Madeleine Stowe-The Last of the Mohicans,Madeleine Stowe,The Last of the Mohicans
Russell Means-The Last of the Mohicans,Russell Means,The Last of the Mohicans
Eric Schweig-The Last of the Mohicans,Eric Schweig,The Last of the Mohicans
Shûichirô Moriyama-Kurenai no buta,Shûichirô Moriyama,Kurenai no buta
Tokiko Katô-Kurenai no buta,Tokiko Katô,Kurenai no buta
Bunshi Katsura Vi-Kurenai no buta,Bunshi Katsura Vi,Kurenai no buta
Tsunehiko Kamijô-Kurenai no buta,Tsunehiko Kamijô,Kurenai no buta
Al Pacino-Glengarry Glen Ross,Al Pacino,Glengarry Glen Ross
Jack Lemmon-Glengarry Glen Ross,Jack Lemmon,Glengarry Glen Ross
Alec Baldwin-Glengarry Glen Ross,Alec Baldwin,Glengarry Glen Ross
Alan Arkin-Glengarry Glen Ross,Alan Arkin,Glengarry Glen Ross
Tom Cruise-A Few Good Men,Tom Cruise,A Few Good Men
Jack Nicholson-A Few Good Men,Jack Nicholson,A Few Good Men
Demi Moore-A Few Good Men,Demi Moore,A Few Good Men
Kevin Bacon-A Few Good Men,Kevin Bacon,A Few Good Men
Kathy Bates-Fried Green Tomatoes,Kathy Bates,Fried Green Tomatoes
Jessica Tandy-Fried Green Tomatoes,Jessica Tandy,Fried Green Tomatoes
Mary Stuart Masterson-Fried Green Tomatoes,Mary Stuart Masterson,Fried Green Tomatoes
Mary-Louise Parker-Fried Green Tomatoes,Mary-Louise Parker,Fried Green Tomatoes
Ethan Coen-Barton Fink,Ethan Coen,Barton Fink
John Turturro-Barton Fink,John Turturro,Barton Fink
John Goodman-Barton Fink,John Goodman,Barton Fink
Judy Davis-Barton Fink,Judy Davis,Barton Fink
Ethan Coen-Miller's Crossing,Ethan Coen,Miller's Crossing
Gabriel Byrne-Miller's Crossing,Gabriel Byrne,Miller's Crossing
Albert Finney-Miller's Crossing,Albert Finney,Miller's Crossing
John Turturro-Miller's Crossing,John Turturro,Miller's Crossing
Bob Hoskins-Who Framed Roger Rabbit,Bob Hoskins,Who Framed Roger Rabbit
Christopher Lloyd-Who Framed Roger Rabbit,Christopher Lloyd,Who Framed Roger Rabbit
Joanna Cassidy-Who Framed Roger Rabbit,Joanna Cassidy,Who Framed Roger Rabbit
Charles Fleischer-Who Framed Roger Rabbit,Charles Fleischer,Who Framed Roger Rabbit
Bernard-Pierre Donnadieu-Spoorloos,Bernard-Pierre Donnadieu,Spoorloos
Gene Bervoets-Spoorloos,Gene Bervoets,Spoorloos
Johanna ter Steege-Spoorloos,Johanna ter Steege,Spoorloos
Gwen Eckhaus-Spoorloos,Gwen Eckhaus,Spoorloos
Richard E. Grant-Withnail & I,Richard E. Grant,Withnail & I
Paul McGann-Withnail & I,Paul McGann,Withnail & I
Richard Griffiths-Withnail & I,Richard Griffiths,Withnail & I
Ralph Brown-Withnail & I,Ralph Brown,Withnail & I
John Lone-The Last Emperor,John Lone,The Last Emperor
Joan Chen-The Last Emperor,Joan Chen,The Last Emperor
Peter O'Toole-The Last Emperor,Peter O'Toole,The Last Emperor
Ruocheng Ying-The Last Emperor,Ruocheng Ying,The Last Emperor
Christian Bale-Empire of the Sun,Christian Bale,Empire of the Sun
John Malkovich-Empire of the Sun,John Malkovich,Empire of the Sun
Miranda Richardson-Empire of the Sun,Miranda Richardson,Empire of the Sun
Nigel Havers-Empire of the Sun,Nigel Havers,Empire of the Sun
Sean Connery-Der Name der Rose,Sean Connery,Der Name der Rose
Christian Slater-Der Name der Rose,Christian Slater,Der Name der Rose
Helmut Qualtinger-Der Name der Rose,Helmut Qualtinger,Der Name der Rose
Elya Baskin-Der Name der Rose,Elya Baskin,Der Name der Rose
Isabella Rossellini-Blue Velvet,Isabella Rossellini,Blue Velvet
Kyle MacLachlan-Blue Velvet,Kyle MacLachlan,Blue Velvet
Dennis Hopper-Blue Velvet,Dennis Hopper,Blue Velvet
Laura Dern-Blue Velvet,Laura Dern,Blue Velvet
Mia Farrow-The Purple Rose of Cairo,Mia Farrow,The Purple Rose of Cairo
Jeff Daniels-The Purple Rose of Cairo,Jeff Daniels,The Purple Rose of Cairo
Danny Aiello-The Purple Rose of Cairo,Danny Aiello,The Purple Rose of Cairo
Irving Metzman-The Purple Rose of Cairo,Irving Metzman,The Purple Rose of Cairo
Griffin Dunne-After Hours,Griffin Dunne,After Hours
Rosanna Arquette-After Hours,Rosanna Arquette,After Hours
Verna Bloom-After Hours,Verna Bloom,After Hours
Tommy Chong-After Hours,Tommy Chong,After Hours
Woody Allen-Zelig,Woody Allen,Zelig
Mia Farrow-Zelig,Mia Farrow,Zelig
Patrick Horgan-Zelig,Patrick Horgan,Zelig
John Buckwalter-Zelig,John Buckwalter,Zelig
Paul Newman-The Verdict,Paul Newman,The Verdict
Charlotte Rampling-The Verdict,Charlotte Rampling,The Verdict
Jack Warden-The Verdict,Jack Warden,The Verdict
James Mason-The Verdict,James Mason,The Verdict
William Shatner-Star Trek II: The Wrath of Khan,William Shatner,Star Trek II: The Wrath of Khan
Leonard Nimoy-Star Trek II: The Wrath of Khan,Leonard Nimoy,Star Trek II: The Wrath of Khan
DeForest Kelley-Star Trek II: The Wrath of Khan,DeForest Kelley,Star Trek II: The Wrath of Khan
James Doohan-Star Trek II: The Wrath of Khan,James Doohan,Star Trek II: The Wrath of Khan
Sylvester Stallone-First Blood,Sylvester Stallone,First Blood
Brian Dennehy-First Blood,Brian Dennehy,First Blood
Richard Crenna-First Blood,Richard Crenna,First Blood
Bill McKinney-First Blood,Bill McKinney,First Blood
Donald Sutherland-Ordinary People,Donald Sutherland,Ordinary People
Mary Tyler Moore-Ordinary People,Mary Tyler Moore,Ordinary People
Judd Hirsch-Ordinary People,Judd Hirsch,Ordinary People
Timothy Hutton-Ordinary People,Timothy Hutton,Ordinary People
David Zucker-Airplane!,David Zucker,Airplane!
Jerry Zucker-Airplane!,Jerry Zucker,Airplane!
Robert Hays-Airplane!,Robert Hays,Airplane!
Julie Hagerty-Airplane!,Julie Hagerty,Airplane!
Yasuo Yamada-Rupan sansei: Kariosutoro no shiro,Yasuo Yamada,Rupan sansei: Kariosutoro no shiro
Eiko Masuyama-Rupan sansei: Kariosutoro no shiro,Eiko Masuyama,Rupan sansei: Kariosutoro no shiro
Kiyoshi Kobayashi-Rupan sansei: Kariosutoro no shiro,Kiyoshi Kobayashi,Rupan sansei: Kariosutoro no shiro
Makio Inoue-Rupan sansei: Kariosutoro no shiro,Makio Inoue,Rupan sansei: Kariosutoro no shiro
Donald Pleasence-Halloween,Donald Pleasence,Halloween
Jamie Lee Curtis-Halloween,Jamie Lee Curtis,Halloween
Tony Moran-Halloween,Tony Moran,Halloween
Nancy Kyes-Halloween,Nancy Kyes,Halloween
Roman Polanski-Le locataire,Roman Polanski,Le locataire
Isabelle Adjani-Le locataire,Isabelle Adjani,Le locataire
Melvyn Douglas-Le locataire,Melvyn Douglas,Le locataire
Jo Van Fleet-Le locataire,Jo Van Fleet,Le locataire
Woody Allen-Love and Death,Woody Allen,Love and Death
Diane Keaton-Love and Death,Diane Keaton,Love and Death
Georges Adet-Love and Death,Georges Adet,Love and Death
Frank Adu-Love and Death,Frank Adu,Love and Death
Walter Matthau-The Taking of Pelham One Two Three,Walter Matthau,The Taking of Pelham One Two Three
Robert Shaw-The Taking of Pelham One Two Three,Robert Shaw,The Taking of Pelham One Two Three
Martin Balsam-The Taking of Pelham One Two Three,Martin Balsam,The Taking of Pelham One Two Three
Hector Elizondo-The Taking of Pelham One Two Three,Hector Elizondo,The Taking of Pelham One Two Three
Cleavon Little-Blazing Saddles,Cleavon Little,Blazing Saddles
Gene Wilder-Blazing Saddles,Gene Wilder,Blazing Saddles
Slim Pickens-Blazing Saddles,Slim Pickens,Blazing Saddles
Harvey Korman-Blazing Saddles,Harvey Korman,Blazing Saddles
Al Pacino-Serpico,Al Pacino,Serpico
John Randolph-Serpico,John Randolph,Serpico
Jack Kehoe-Serpico,Jack Kehoe,Serpico
Biff McGuire-Serpico,Biff McGuire,Serpico
Bruce Lee-Enter the Dragon,Bruce Lee,Enter the Dragon
John Saxon-Enter the Dragon,John Saxon,Enter the Dragon
Jim Kelly-Enter the Dragon,Jim Kelly,Enter the Dragon
Ahna Capri-Enter the Dragon,Ahna Capri,Enter the Dragon
Jon Voight-Deliverance,Jon Voight,Deliverance
Burt Reynolds-Deliverance,Burt Reynolds,Deliverance
Ned Beatty-Deliverance,Ned Beatty,Deliverance
Ronny Cox-Deliverance,Ronny Cox,Deliverance
Gene Hackman-The French Connection,Gene Hackman,The French Connection
Roy Scheider-The French Connection,Roy Scheider,The French Connection
Fernando Rey-The French Connection,Fernando Rey,The French Connection
Tony Lo Bianco-The French Connection,Tony Lo Bianco,The French Connection
Clint Eastwood-Dirty Harry,Clint Eastwood,Dirty Harry
Andrew Robinson-Dirty Harry,Andrew Robinson,Dirty Harry
Harry Guardino-Dirty Harry,Harry Guardino,Dirty Harry
Reni Santoni-Dirty Harry,Reni Santoni,Dirty Harry
Richard Burton-Where Eagles Dare,Richard Burton,Where Eagles Dare
Clint Eastwood-Where Eagles Dare,Clint Eastwood,Where Eagles Dare
Mary Ure-Where Eagles Dare,Mary Ure,Where Eagles Dare
Patrick Wymark-Where Eagles Dare,Patrick Wymark,Where Eagles Dare
Jack Lemmon-The Odd Couple,Jack Lemmon,The Odd Couple
Walter Matthau-The Odd Couple,Walter Matthau,The Odd Couple
John Fiedler-The Odd Couple,John Fiedler,The Odd Couple
Herb Edelman-The Odd Couple,Herb Edelman,The Odd Couple
Lee Marvin-The Dirty Dozen,Lee Marvin,The Dirty Dozen
Ernest Borgnine-The Dirty Dozen,Ernest Borgnine,The Dirty Dozen
Charles Bronson-The Dirty Dozen,Charles Bronson,The Dirty Dozen
John Cassavetes-The Dirty Dozen,John Cassavetes,The Dirty Dozen
Catherine Deneuve-Belle de jour,Catherine Deneuve,Belle de jour
Jean Sorel-Belle de jour,Jean Sorel,Belle de jour
Michel Piccoli-Belle de jour,Michel Piccoli,Belle de jour
Geneviève Page-Belle de jour,Geneviève Page,Belle de jour
Paul Scofield-A Man for All Seasons,Paul Scofield,A Man for All Seasons
Wendy Hiller-A Man for All Seasons,Wendy Hiller,A Man for All Seasons
Robert Shaw-A Man for All Seasons,Robert Shaw,A Man for All Seasons
Leo McKern-A Man for All Seasons,Leo McKern,A Man for All Seasons
Catherine Deneuve-Repulsion,Catherine Deneuve,Repulsion
Ian Hendry-Repulsion,Ian Hendry,Repulsion
John Fraser-Repulsion,John Fraser,Repulsion
Yvonne Furneaux-Repulsion,Yvonne Furneaux,Repulsion
Stanley Baker-Zulu,Stanley Baker,Zulu
Jack Hawkins-Zulu,Jack Hawkins,Zulu
Ulla Jacobsson-Zulu,Ulla Jacobsson,Zulu
James Booth-Zulu,James Booth,Zulu
Sean Connery-Goldfinger,Sean Connery,Goldfinger
Gert Fröbe-Goldfinger,Gert Fröbe,Goldfinger
Honor Blackman-Goldfinger,Honor Blackman,Goldfinger
Shirley Eaton-Goldfinger,Shirley Eaton,Goldfinger
Rod Taylor-The Birds,Rod Taylor,The Birds
Tippi Hedren-The Birds,Tippi Hedren,The Birds
