id,Movie_Name,Released_Year,Run_time,IMDB_Rating,Description,Gross_USD,Director
Midnight in Paris,Midnight in Paris,2011,96,7.7,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",56816662,Woody Allen
The Lego Movie,The Lego Movie,2014,100,7.7,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",257760692,Christopher Miller
Gravity,Gravity,2013,91,7.7,Two astronauts work together to survive after an accident leaves them stranded in space.,274092705,Alfonso Cuarón
Star Trek Into Darkness,Star Trek Into Darkness,2013,132,7.7,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",228778661,J.J. Abrams
Beasts of No Nation,Beasts of No Nation,2015,137,7.7,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",83861,Cary Joji Fukunaga
The Social Network,The Social Network,2010,120,7.7,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",96962694,David Fincher
X: First Class,X: First Class,2011,131,7.7,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",146408305,Matthew Vaughn
The Hangover,The Hangover,2009,100,7.7,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",277322503,Todd Phillips
Skyfall,Skyfall,2012,143,7.7,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",304360277,Sam Mendes
Silver Linings Playbook,Silver Linings Playbook,2012,122,7.7,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",132092958,David O. Russell
Argo,Argo,2012,120,7.7,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",136025503,Ben Affleck
(500) Days of Summer,(500) Days of Summer,2009,95,7.7,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",32391374,Marc Webb
Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,2010,146,7.7,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",295983305,David Yates
Gake no ue no Ponyo,Gake no ue no Ponyo,2008,101,7.7,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",15090400,Hayao Miyazaki
Frost/Nixon,Frost/Nixon,2008,122,7.7,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,18593156,Ron Howard
Papurika,Papurika,2006,90,7.7,"When a machine that allows therapists to enter their patients' dreams is stolen, all Hell breaks loose. Only a young female therapist, Paprika, can stop it.",881302,Satoshi Kon
Changeling,Changeling,2008,141,7.7,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,35739802,Clint Eastwood
Flipped,Flipped,2010,90,7.7,Two eighth-graders start to have feelings for each other despite being total opposites.,1752214,Rob Reiner
Toki o kakeru shôjo,Toki o kakeru shôjo,2006,98,7.7,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",,Mamoru Hosoda
Death Note: Desu nôto,Death Note: Desu nôto,2006,126,7.7,"A battle between the world's two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals.",,Shûsuke Kaneko
This Is England,This Is England,2006,101,7.7,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",327919,Shane Meadows
Ex Machina,Ex Machina,2014,108,7.7,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,25442958,Alex Garland
Efter brylluppet,Efter brylluppet,2006,120,7.7,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",412544,Susanne Bier
The Last King of Scotland,The Last King of Scotland,2006,123,7.7,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,17605861,Kevin Macdonald
Zodiac,Zodiac,2007,157,7.7,"In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",33080084,David Fincher
Lucky Number Slevin,Lucky Number Slevin,2006,110,7.7,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",22494487,Paul McGuigan
Joyeux Noël,Joyeux Noël,2005,116,7.7,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",1054361,Christian Carion
Control,Control,2007,122,7.7,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",871577,Anton Corbijn
Tangled,Tangled,2010,100,7.7,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",200821936,Nathan Greno
Zwartboek,Zwartboek,2006,145,7.7,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",4398392,Paul Verhoeven
Brokeback Mountain,Brokeback Mountain,2005,134,7.7,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",83043761,Ang Lee
3:10 to Yuma,3:10 to Yuma,2007,122,7.7,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,53606916,James Mangold
Crash,Crash,2004,112,7.7,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",54580300,Paul Haggis
Kung fu,Kung fu,2004,99,7.7,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",17108591,Stephen Chow
The Bourne Supremacy,The Bourne Supremacy,2004,108,7.7,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",176241941,Paul Greengrass
The Machinist,The Machinist,2004,101,7.7,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,1082715,Brad Anderson
Ray,Ray,2004,152,7.7,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",75331600,Taylor Hackford
Lost in Translation,Lost in Translation,2003,102,7.7,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,44585453,Sofia Coppola
Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,2005,157,7.7,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",290013036,Mike Newell
Man on Fire,Man on Fire,2004,146,7.7,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",77911774,Tony Scott
Coraline,Coraline,2009,100,7.7,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",75286229,Henry Selick
The Last Samurai,The Last Samurai,2003,154,7.7,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,111110575,Edward Zwick
The Magdalene Sisters,The Magdalene Sisters,2002,114,7.7,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,4890878,Peter Mullan
Good Bye Lenin!,Good Bye Lenin!,2003,121,7.7,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",4064200,Wolfgang Becker
In America,In America,2002,105,7.7,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,15539266,Jim Sheridan
I Am Sam,I Am Sam,2001,132,7.7,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,40311852,Jessie Nelson
Adaptation.,Adaptation.,2002,115,7.7,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,22245861,Spike Jonze
Black Hawk Down,Black Hawk Down,2001,144,7.7,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,108638745,Ridley Scott
Road to Perdition,Road to Perdition,2002,117,7.7,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",104454762,Sam Mendes
Das Experiment,Das Experiment,2001,120,7.7,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",141072,Oliver Hirschbiegel
Billy Elliot,Billy Elliot,2000,110,7.7,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,21995263,Stephen Daldry
Hedwig and the Angry Inch,Hedwig and the Angry Inch,2001,95,7.7,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,3029081,John Cameron Mitchell
Ocean's Eleven,Ocean's Eleven,2001,116,7.7,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,183417150,Steven Soderbergh
Vampire Hunter D: Bloodlust,Vampire Hunter D: Bloodlust,2000,103,7.7,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.",151086,Yoshiaki Kawajiri
"O Brother, Where Art Thou?","O Brother, Where Art Thou?",2000,107,7.7,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",45512588,Joel Coen
Interstate 60: Episodes of the Road,Interstate 60: Episodes of the Road,2002,116,7.7,"Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.",,Bob Gale
"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",1999,81,7.7,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",52037603,Trey Parker
Office Space,Office Space,1999,89,7.7,Three company workers who hate their jobs decide to rebel against their greedy boss.,10824921,Mike Judge
Happiness,Happiness,1998,134,7.7,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",2807390,Todd Solondz
Training Day,Training Day,2001,122,7.7,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,76631907,Antoine Fuqua
Rushmore,Rushmore,1998,93,7.7,The extracurricular king of Rushmore Preparatory School is put on academic probation.,17105219,Wes Anderson
Abre los ojos,Abre los ojos,1997,119,7.7,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",368234,Alejandro Amenábar
Being John Malkovich,Being John Malkovich,1999,113,7.7,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,22858926,Spike Jonze
As Good as It Gets,As Good as It Gets,1997,139,7.7,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",148478011,James L. Brooks
The Fifth Element,The Fifth Element,1997,126,7.7,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",63540020,Luc Besson
Le dîner de cons,Le dîner de cons,1998,80,7.7,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",4065116,Francis Veber
Donnie Brasco,Donnie Brasco,1997,127,7.7,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",41909762,Mike Newell
Shine,Shine,1996,105,7.7,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",35811509,Scott Hicks
Primal Fear,Primal Fear,1996,129,7.7,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",56116183,Gregory Hoblit
Hamlet,Hamlet,1996,242,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",4414535,Kenneth Branagh
A Little Princess,A Little Princess,1995,97,7.7,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,10019307,Alfonso Cuarón
Do lok tin si,Do lok tin si,1995,99,7.7,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",,Kar-Wai Wong
Il postino,Il postino,1994,108,7.7,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",21848932,Michael Radford
Clerks,Clerks,1994,92,7.7,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",3151130,Kevin Smith
Short Cuts,Short Cuts,1993,188,7.7,The day-to-day lives of several suburban Los Angeles residents.,6110979,Robert Altman
Philadelphia,Philadelphia,1993,125,7.7,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",77324422,Jonathan Demme
The Muppet Christmas Carol,The Muppet Christmas Carol,1992,85,7.7,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,27281507,Brian Henson
Malcolm X,Malcolm X,1992,202,7.7,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",48169908,Spike Lee
The Last of the Mohicans,The Last of the Mohicans,1992,112,7.7,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,75505856,Michael Mann
Kurenai no buta,Kurenai no buta,1992,94,7.7,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",,Hayao Miyazaki
Glengarry Glen Ross,Glengarry Glen Ross,1992,100,7.7,An examination of the machinations behind the scenes at a real estate office.,10725228,James Foley
A Few Good Men,A Few Good Men,1992,138,7.7,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,141340178,Rob Reiner
Fried Green Tomatoes,Fried Green Tomatoes,1991,130,7.7,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,82418501,Jon Avnet
Barton Fink,Barton Fink,1991,116,7.7,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,6153939,Joel Coen
Miller's Crossing,Miller's Crossing,1990,115,7.7,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",5080409,Joel Coen
Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988,104,7.7,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,156452370,Robert Zemeckis
Spoorloos,Spoorloos,1988,107,7.7,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",,George Sluizer
Withnail & I,Withnail & I,1987,107,7.7,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",1544889,Bruce Robinson
The Last Emperor,The Last Emperor,1987,163,7.7,The story of the final Emperor of China.,43984230,Bernardo Bertolucci
Empire of the Sun,Empire of the Sun,1987,153,7.7,A young English boy struggles to survive under Japanese occupation during World War II.,22238696,Steven Spielberg
Der Name der Rose,Der Name der Rose,1986,130,7.7,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,7153487,Jean-Jacques Annaud
Blue Velvet,Blue Velvet,1986,120,7.7,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",8551228,David Lynch
The Purple Rose of Cairo,The Purple Rose of Cairo,1985,82,7.7,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",10631333,Woody Allen
After Hours,After Hours,1985,97,7.7,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,10600000,Martin Scorsese
Zelig,Zelig,1983,79,7.7,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",11798616,Woody Allen
The Verdict,The Verdict,1982,129,7.7,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,54000000,Sidney Lumet
Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,1982,113,7.7,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",78912963,Nicholas Meyer
First Blood,First Blood,1982,93,7.7,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,47212904,Ted Kotcheff
Ordinary People,Ordinary People,1980,124,7.7,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",54800000,Robert Redford
Airplane!,Airplane!,1980,88,7.7,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,83400000,Jim Abrahams
Rupan sansei: Kariosutoro no shiro,Rupan sansei: Kariosutoro no shiro,1979,100,7.7,"A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to.",,Hayao Miyazaki
Halloween,Halloween,1978,91,7.7,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",47000000,John Carpenter
Le locataire,Le locataire,1976,126,7.7,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,1924733,Roman Polanski
Love and Death,Love and Death,1975,85,7.7,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",,Woody Allen
The Taking of Pelham One Two Three,The Taking of Pelham One Two Three,1974,104,7.7,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",,Joseph Sargent
Blazing Saddles,Blazing Saddles,1974,93,7.7,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",119500000,Mel Brooks
Serpico,Serpico,1973,130,7.7,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,29800000,Sidney Lumet
Enter the Dragon,Enter the Dragon,1973,102,7.7,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,25000000,Robert Clouse
Deliverance,Deliverance,1972,109,7.7,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",7056013,John Boorman
The French Connection,The French Connection,1971,104,7.7,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,15630710,William Friedkin
Dirty Harry,Dirty Harry,1971,102,7.7,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",35900000,Don Siegel
Where Eagles Dare,Where Eagles Dare,1968,158,7.7,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",,Brian G. Hutton
The Odd Couple,The Odd Couple,1968,105,7.7,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",44527234,Gene Saks
The Dirty Dozen,The Dirty Dozen,1967,150,7.7,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",45300000,Robert Aldrich
Belle de jour,Belle de jour,1967,100,7.7,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,26331,Luis Buñuel
A Man for All Seasons,A Man for All Seasons,1966,120,7.7,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",28350000,Fred Zinnemann
Repulsion,Repulsion,1965,105,7.7,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,,Roman Polanski
Zulu,Zulu,1964,138,7.7,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,,Cy Endfield
Goldfinger,Goldfinger,1964,110,7.7,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",51081062,Guy Hamilton
The Birds,The Birds,1963,119,7.7,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,11403529,Alfred Hitchcock
Cape Fear,Cape Fear,1962,106,7.7,A lawyer's family is stalked by a man he once helped put in jail.,,J. Lee Thompson
Peeping Tom,Peeping Tom,1960,101,7.7,"A young man murders women, using a movie camera to film their dying expressions of terror.",83957,Michael Powell
The Magnificent Seven,The Magnificent Seven,1960,128,7.7,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,4905000,John Sturges
Les yeux sans visage,Les yeux sans visage,1960,90,7.7,"A surgeon causes an accident which leaves his daughter disfigured, and goes to extremes to give her a new face.",52709,Georges Franju
Invasion of the Body Snatchers,Invasion of the Body Snatchers,1956,80,7.7,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,,Don Siegel
Rebel Without a Cause,Rebel Without a Cause,1955,111,7.7,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",,Nicholas Ray
The Ladykillers,The Ladykillers,1955,91,7.7,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,,Alexander Mackendrick
Sabrina,Sabrina,1954,113,7.7,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",,Billy Wilder
The Quiet Man,The Quiet Man,1952,129,7.7,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",10550000,John Ford
The Day the Earth Stood Still,The Day the Earth Stood Still,1951,92,7.7,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,,Robert Wise
The African Queen,The African Queen,1951,105,7.7,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",536118,John Huston
Gilda,Gilda,1946,110,7.7,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,,Charles Vidor
Fantasia,Fantasia,1940,125,7.7,A collection of animated interpretations of great works of Western classical music.,76408097,James Algar
The Invisible Man,The Invisible Man,1933,71,7.7,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",,James Whale
Dark Waters,Dark Waters,2019,126,7.6,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,,Todd Haynes
Searching,Searching,2018,102,7.6,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",26020957,Aneesh Chaganty
Once Upon a Time... in Hollywood,Once Upon a Time... in Hollywood,2019,161,7.6,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,142502728,Quentin Tarantino
Nelyubov,Nelyubov,2017,127,7.6,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,566356,Andrey Zvyagintsev
The Florida Project,The Florida Project,2017,111,7.6,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",5904366,Sean Baker
Just Mercy,Just Mercy,2019,137,7.6,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,,Destin Daniel Cretton
Gifted,Gifted,2017,101,7.6,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",24801212,Marc Webb
The Peanut Butter Falcon,The Peanut Butter Falcon,2019,97,7.6,Zak runs away from his care home to make his dream of becoming a wrestler come true.,13122642,Tyler Nilson
Victoria,Victoria,2015,138,7.6,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,,Sebastian Schipper
Mustang,Mustang,2015,97,7.6,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",845464,Deniz Gamze Ergüven
Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017,136,7.6,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",389813101,James Gunn
Baby Driver,Baby Driver,2017,113,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",107825862,Edgar Wright
Only the Brave,Only the Brave,2017,134,7.6,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",18340051,Joseph Kosinski
Bridge of Spies,Bridge of Spies,2015,142,7.6,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",72313754,Steven Spielberg
Incredibles 2,Incredibles 2,2018,118,7.6,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,608581744,Brad Bird
Moana,Moana,2016,107,7.6,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",248757044,Ron Clements
Sicario,Sicario,2015,121,7.6,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,46889293,Denis Villeneuve
Creed,Creed,2015,133,7.6,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",109767581,Ryan Coogler
Leviafan,Leviafan,2014,140,7.6,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",1092800,Andrey Zvyagintsev
Hell or High Water,Hell or High Water,2016,102,7.6,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,26862450,David Mackenzie
Philomena,Philomena,2013,98,7.6,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",37707719,Stephen Frears
Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130,7.6,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,208545589,Matt Reeves
El cuerpo,El cuerpo,2012,112,7.6,A detective searches for the body of a femme fatale which has gone missing from a morgue.,,Oriol Paulo
Serbuan maut,Serbuan maut,2011,101,7.6,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,4105123,Gareth Evans
End of Watch,End of Watch,2012,109,7.6,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",41003371,David Ayer
Kari-gurashi no Arietti,Kari-gurashi no Arietti,2010,94,7.6,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",19202743,Hiromasa Yonebayashi
A Star Is Born,A Star Is Born,2018,136,7.6,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,215288866,Bradley Cooper
